400,85,900; 450,85,900; 450,135,900; 400,135,900; 12; przod
400,85,950; 450,85,950; 450,135,950; 400,135,950; 12; tyl
400,85,900; 450,85,900; 450,85,950; 400,85,950; 12; dol
450,135,900; 400,135,900; 400,135,950; 450,135,950; 12; gora
400,85,900; 400,135,900; 400,135,950; 400,85,950; 12; lewo
450,85,900; 450,135,900; 450,135,950; 450,85,950; 12; prawo
455,85,900; 505,85,900; 505,135,900; 455,135,900; 13; przod
455,85,950; 505,85,950; 505,135,950; 455,135,950; 13; tyl
455,85,900; 505,85,900; 505,85,950; 455,85,950; 13; dol
505,135,900; 455,135,900; 455,135,950; 505,135,950; 13; gora
455,85,900; 455,135,900; 455,135,950; 455,85,950; 13; lewo
505,85,900; 505,135,900; 505,135,950; 505,85,950; 13; prawo
510,85,900; 560,85,900; 560,135,900; 510,135,900; 14; przod
510,85,950; 560,85,950; 560,135,950; 510,135,950; 14; tyl
510,85,900; 560,85,900; 560,85,950; 510,85,950; 14; dol
560,135,900; 510,135,900; 510,135,950; 560,135,950; 14; gora
510,85,900; 510,135,900; 510,135,950; 510,85,950; 14; lewo
560,85,900; 560,135,900; 560,135,950; 560,85,950; 14; prawo
400,-25,955; 450,-25,955; 450,25,955; 400,25,955; 15; przod
400,-25,1005; 450,-25,1005; 450,25,1005; 400,25,1005; 15; tyl
400,-25,955; 450,-25,955; 450,-25,1005; 400,-25,1005; 15; dol
450,25,955; 400,25,955; 400,25,1005; 450,25,1005; 15; gora
400,-25,955; 400,25,955; 400,25,1005; 400,-25,1005; 15; lewo
450,-25,955; 450,25,955; 450,25,1005; 450,-25,1005; 15; prawo
455,-25,955; 505,-25,955; 505,25,955; 455,25,955; 16; przod
455,-25,1005; 505,-25,1005; 505,25,1005; 455,25,1005; 16; tyl
455,-25,955; 505,-25,955; 505,-25,1005; 455,-25,1005; 16; dol
505,25,955; 455,25,955; 455,25,1005; 505,25,1005; 16; gora
455,-25,955; 455,25,955; 455,25,1005; 455,-25,1005; 16; lewo
505,-25,955; 505,25,955; 505,25,1005; 505,-25,1005; 16; prawo
510,-25,955; 560,-25,955; 560,25,955; 510,25,955; 17; przod
510,-25,1005; 560,-25,1005; 560,25,1005; 510,25,1005; 17; tyl
510,-25,955; 560,-25,955; 560,-25,1005; 510,-25,1005; 17; dol
560,25,955; 510,25,955; 510,25,1005; 560,25,1005; 17; gora
510,-25,955; 510,25,955; 510,25,1005; 510,-25,1005; 17; lewo
560,-25,955; 560,25,955; 560,25,1005; 560,-25,1005; 17; prawo
400,30,955; 450,30,955; 450,80,955; 400,80,955; 18; przod
400,30,1005; 450,30,1005; 450,80,1005; 400,80,1005; 18; tyl
400,30,955; 450,30,955; 450,30,1005; 400,30,1005; 18; dol
450,80,955; 400,80,955; 400,80,1005; 450,80,1005; 18; gora
400,30,955; 400,80,955; 400,80,1005; 400,30,1005; 18; lewo
450,30,955; 450,80,955; 450,80,1005; 450,30,1005; 18; prawo
455,30,955; 505,30,955; 505,80,955; 455,80,955; 19; przod
455,30,1005; 505,30,1005; 505,80,1005; 455,80,1005; 19; tyl
455,30,955; 505,30,955; 505,30,1005; 455,30,1005; 19; dol
505,80,955; 455,80,955; 455,80,1005; 505,80,1005; 19; gora
455,30,955; 455,80,955; 455,80,1005; 455,30,1005; 19; lewo
505,30,955; 505,80,955; 505,80,1005; 505,30,1005; 19; prawo
510,30,955; 560,30,955; 560,80,955; 510,80,955; 20; przod
510,30,1005; 560,30,1005; 560,80,1005; 510,80,1005; 20; tyl
510,30,955; 560,30,955; 560,30,1005; 510,30,1005; 20; dol
560,80,955; 510,80,955; 510,80,1005; 560,80,1005; 20; gora
510,30,955; 510,80,955; 510,80,1005; 510,30,1005; 20; lewo
560,30,955; 560,80,955; 560,80,1005; 560,30,1005; 20; prawo
400,85,955; 450,85,955; 450,135,955; 400,135,955; 21; przod
400,85,1005; 450,85,1005; 450,135,1005; 400,135,1005; 21; tyl
400,85,955; 450,85,955; 450,85,1005; 400,85,1005; 21; dol
450,135,955; 400,135,955; 400,135,1005; 450,135,1005; 21; gora
400,85,955; 400,135,955; 400,135,1005; 400,85,1005; 21; lewo
450,85,955; 450,135,955; 450,135,1005; 450,85,1005; 21; prawo
455,85,955; 505,85,955; 505,135,955; 455,135,955; 22; przod
455,85,1005; 505,85,1005; 505,135,1005; 455,135,1005; 22; tyl
455,85,955; 505,85,955; 505,85,1005; 455,85,1005; 22; dol
505,135,955; 455,135,955; 455,135,1005; 505,135,1005; 22; gora
455,85,955; 455,135,955; 455,135,1005; 455,85,1005; 22; lewo
505,85,955; 505,135,955; 505,135,1005; 505,85,1005; 22; prawo
510,85,955; 560,85,955; 560,135,955; 510,135,955; 23; przod
510,85,1005; 560,85,1005; 560,135,1005; 510,135,1005; 23; tyl
510,85,955; 560,85,955; 560,85,1005; 510,85,1005; 23; dol
560,135,955; 510,135,955; 510,135,1005; 560,135,1005; 23; gora
510,85,955; 510,135,955; 510,135,1005; 510,85,1005; 23; lewo
560,85,955; 560,135,955; 560,135,1005; 560,85,1005; 23; prawo
400,-25,1010; 450,-25,1010; 450,25,1010; 400,25,1010; 24; przod
400,-25,1060; 450,-25,1060; 450,25,1060; 400,25,1060; 24; tyl
400,-25,1010; 450,-25,1010; 450,-25,1060; 400,-25,1060; 24; dol
450,25,1010; 400,25,1010; 400,25,1060; 450,25,1060; 24; gora
400,-25,1010; 400,25,1010; 400,25,1060; 400,-25,1060; 24; lewo
450,-25,1010; 450,25,1010; 450,25,1060; 450,-25,1060; 24; prawo
455,-25,1010; 505,-25,1010; 505,25,1010; 455,25,1010; 25; przod
455,-25,1060; 505,-25,1060; 505,25,1060; 455,25,1060; 25; tyl
455,-25,1010; 505,-25,1010; 505,-25,1060; 455,-25,1060; 25; dol
505,25,1010; 455,25,1010; 455,25,1060; 505,25,1060; 25; gora
455,-25,1010; 455,25,1010; 455,25,1060; 455,-25,1060; 25; lewo
505,-25,1010; 505,25,1010; 505,25,1060; 505,-25,1060; 25; prawo
510,-25,1010; 560,-25,1010; 560,25,1010; 510,25,1010; 26; przod
510,-25,1060; 560,-25,1060; 560,25,1060; 510,25,1060; 26; tyl
510,-25,1010; 560,-25,1010; 560,-25,1060; 510,-25,1060; 26; dol
560,25,1010; 510,25,1010; 510,25,1060; 560,25,1060; 26; gora
510,-25,1010; 510,25,1010; 510,25,1060; 510,-25,1060; 26; lewo
560,-25,1010; 560,25,1010; 560,25,1060; 560,-25,1060; 26; prawo
400,30,1010; 450,30,1010; 450,80,1010; 400,80,1010; 27; przod
400,30,1060; 450,30,1060; 450,80,1060; 400,80,1060; 27; tyl
400,30,1010; 450,30,1010; 450,30,1060; 400,30,1060; 27; dol
450,80,1010; 400,80,1010; 400,80,1060; 450,80,1060; 27; gora
400,30,1010; 400,80,1010; 400,80,1060; 400,30,1060; 27; lewo
450,30,1010; 450,80,1010; 450,80,1060; 450,30,1060; 27; prawo
455,30,1010; 505,30,1010; 505,80,1010; 455,80,1010; 28; przod
455,30,1060; 505,30,1060; 505,80,1060; 455,80,1060; 28; tyl
455,30,1010; 505,30,1010; 505,30,1060; 455,30,1060; 28; dol
505,80,1010; 455,80,1010; 455,80,1060; 505,80,1060; 28; gora
455,30,1010; 455,80,1010; 455,80,1060; 455,30,1060; 28; lewo
505,30,1010; 505,80,1010; 505,80,1060; 505,30,1060; 28; prawo
510,30,1010; 560,30,1010; 560,80,1010; 510,80,1010; 29; przod
510,30,1060; 560,30,1060; 560,80,1060; 510,80,1060; 29; tyl
510,30,1010; 560,30,1010; 560,30,1060; 510,30,1060; 29; dol
560,80,1010; 510,80,1010; 510,80,1060; 560,80,1060; 29; gora
510,30,1010; 510,80,1010; 510,80,1060; 510,30,1060; 29; lewo
560,30,1010; 560,80,1010; 560,80,1060; 560,30,1060; 29; prawo
400,85,1010; 450,85,1010; 450,135,1010; 400,135,1010; 30; przod
400,85,1060; 450,85,1060; 450,135,1060; 400,135,1060; 30; tyl
400,85,1010; 450,85,1010; 450,85,1060; 400,85,1060; 30; dol
450,135,1010; 400,135,1010; 400,135,1060; 450,135,1060; 30; gora
400,85,1010; 400,135,1010; 400,135,1060; 400,85,1060; 30; lewo
450,85,1010; 450,135,1010; 450,135,1060; 450,85,1060; 30; prawo
455,85,1010; 505,85,1010; 505,135,1010; 455,135,1010; 31; przod
455,85,1060; 505,85,1060; 505,135,1060; 455,135,1060; 31; tyl
455,85,1010; 505,85,1010; 505,85,1060; 455,85,1060; 31; dol
505,135,1010; 455,135,1010; 455,135,1060; 505,135,1060; 31; gora
455,85,1010; 455,135,1010; 455,135,1060; 455,85,1060; 31; lewo
505,85,1010; 505,135,1010; 505,135,1060; 505,85,1060; 31; prawo
510,85,1010; 560,85,1010; 560,135,1010; 510,135,1010; 32; przod
510,85,1060; 560,85,1060; 560,135,1060; 510,135,1060; 32; tyl
510,85,1010; 560,85,1010; 560,85,1060; 510,85,1060; 32; dol
560,135,1010; 510,135,1010; 510,135,1060; 560,135,1060; 32; gora
510,85,1010; 510,135,1010; 510,135,1060; 510,85,1060; 32; lewo
560,85,1010; 560,135,1010; 560,135,1060; 560,85,1060; 32; prawo
